name,model,steps,prompt,strategy,batch_size,gen_length,ignore_pad,n_problems,temperature,use_confidence_weighting,avg_diversity,avg_time,cumulative_at_1,cumulative_at_10,cumulative_at_11,cumulative_at_12,cumulative_at_13,cumulative_at_14,cumulative_at_15,cumulative_at_16,cumulative_at_2,cumulative_at_3,cumulative_at_4,cumulative_at_5,cumulative_at_6,cumulative_at_7,cumulative_at_8,cumulative_at_9,pass_at_1,pass_at_10,pass_at_11,pass_at_12,pass_at_13,pass_at_14,pass_at_15,pass_at_16,pass_at_2,pass_at_3,pass_at_4,pass_at_5,pass_at_6,pass_at_7,pass_at_8,pass_at_9,std_diversity,std_time
trial_11_orthogonal_projection_alpha16.0_temp0.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 16, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.5,True,0.2300473856853275,28.535632101500905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1829268292682926,0.4024390243902439,0.4207317073170731,0.4451219512195122,0.4573170731707317,0.4695121951219512,0.4756097560975609,0.4756097560975609,0.298780487804878,0.3170731707317073,0.3414634146341463,0.3536585365853658,0.3780487804878049,0.3841463414634146,0.3902439024390244,0.3963414634146341,0.1160995324336082,8.090638719983046
trial_12_orthogonal_projection_alpha16.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 16, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.0,True,0.2452008684233921,33.12532117163263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2073170731707317,0.4756097560975609,0.4939024390243902,0.4939024390243902,0.4939024390243902,0.4939024390243902,0.4939024390243902,0.5,0.2926829268292683,0.3414634146341463,0.3658536585365853,0.3902439024390244,0.4085365853658536,0.4207317073170731,0.4390243902439024,0.4756097560975609,0.1023026486350952,7.937113623571361
trial_13_orthogonal_projection_alpha16.0_temp1.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 16, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.5,True,0.280909203719802,31.67886980423113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1402439024390244,0.4024390243902439,0.4085365853658536,0.4268292682926829,0.4512195121951219,0.4634146341463415,0.4756097560975609,0.4756097560975609,0.2195121951219512,0.2560975609756097,0.2804878048780488,0.3170731707317073,0.3292682926829268,0.3475609756097561,0.3658536585365853,0.3841463414634146,0.1031380566713284,9.042941287051748
trial_14_orthogonal_projection_alpha16.0_temp2.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 16, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,2.0,True,0.4118495966966559,28.53636111282721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121951219512195,0.2804878048780488,0.3048780487804878,0.3170731707317073,0.3292682926829268,0.3353658536585366,0.3353658536585366,0.3414634146341463,0.0853658536585365,0.1402439024390244,0.1829268292682926,0.2012195121951219,0.2134146341463414,0.2378048780487804,0.25,0.25,0.0869017196663889,8.065441768955663
trial_15_orthogonal_projection_alpha32.0_temp0.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 32, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.0,True,0.2386311379874625,28.84135485858452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1951219512195122,0.3963414634146341,0.4085365853658536,0.4085365853658536,0.4085365853658536,0.4268292682926829,0.4268292682926829,0.4390243902439024,0.2378048780487804,0.2804878048780488,0.3170731707317073,0.3231707317073171,0.3536585365853658,0.3658536585365853,0.3780487804878049,0.3841463414634146,0.1151578639687208,6.630144053901705
trial_16_orthogonal_projection_alpha32.0_temp0.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 32, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.5,True,0.2526010011390942,28.54539691675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1890243902439024,0.4207317073170731,0.4268292682926829,0.4268292682926829,0.4329268292682927,0.4390243902439024,0.4390243902439024,0.4390243902439024,0.2378048780487804,0.298780487804878,0.3475609756097561,0.3658536585365853,0.3719512195121951,0.3902439024390244,0.4024390243902439,0.4207317073170731,0.1225372892881827,8.08017254846677
trial_17_orthogonal_projection_alpha32.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 32, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.0,True,0.2578413620954606,30.058569400775724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2073170731707317,0.4268292682926829,0.4329268292682927,0.4390243902439024,0.4390243902439024,0.4451219512195122,0.4573170731707317,0.4695121951219512,0.2804878048780488,0.3170731707317073,0.3414634146341463,0.3597560975609756,0.3841463414634146,0.4085365853658536,0.4207317073170731,0.4268292682926829,0.1134767716067793,8.52229033491157
trial_18_orthogonal_projection_alpha32.0_temp1.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 32, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.5,True,0.2825896018525449,37.37622487545013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1585365853658536,0.4207317073170731,0.4268292682926829,0.4512195121951219,0.4634146341463415,0.4634146341463415,0.4634146341463415,0.4634146341463415,0.2073170731707317,0.2682926829268293,0.3109756097560975,0.3475609756097561,0.3597560975609756,0.3780487804878049,0.3963414634146341,0.4024390243902439,0.0940555001198908,9.255517859946236
trial_19_orthogonal_projection_alpha32.0_temp2.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 32, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,2.0,True,0.3535944061671815,28.53130377501976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.274390243902439,0.298780487804878,0.3048780487804878,0.3353658536585366,0.3353658536585366,0.3353658536585366,0.3597560975609756,0.0792682926829268,0.1158536585365853,0.1707317073170731,0.2012195121951219,0.2134146341463414,0.25,0.2621951219512195,0.274390243902439,0.0973281919811703,8.074706012410322
trial_20_orthogonal_projection_alpha64.0_temp0.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 64, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.0,True,0.234103827033101,27.48243567420215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2073170731707317,0.3719512195121951,0.3841463414634146,0.3841463414634146,0.3841463414634146,0.3902439024390244,0.3963414634146341,0.4024390243902439,0.2560975609756097,0.2804878048780488,0.3109756097560975,0.3292682926829268,0.3414634146341463,0.3597560975609756,0.3658536585365853,0.3658536585365853,0.1184348426947813,7.651510675869131
trial_21_orthogonal_projection_alpha64.0_temp0.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 64, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.5,True,0.248004555520488,33.201104747086035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2073170731707317,0.4024390243902439,0.4146341463414634,0.4268292682926829,0.4329268292682927,0.4329268292682927,0.4451219512195122,0.4451219512195122,0.2560975609756097,0.298780487804878,0.3170731707317073,0.3353658536585366,0.3414634146341463,0.3658536585365853,0.3902439024390244,0.3902439024390244,0.1124374811654622,7.974871838494697
trial_22_orthogonal_projection_alpha64.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 64, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.0,True,0.2627024868639504,28.5102864736464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1707317073170731,0.3780487804878049,0.3902439024390244,0.3902439024390244,0.3902439024390244,0.4024390243902439,0.4024390243902439,0.4085365853658536,0.2560975609756097,0.2926829268292683,0.3048780487804878,0.3170731707317073,0.3231707317073171,0.3475609756097561,0.3597560975609756,0.3780487804878049,0.1165594594255094,8.087369477935296
trial_23_orthogonal_projection_alpha64.0_temp1.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 64, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.5,True,0.2703963725305185,31.716099634403136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1219512195121951,0.3841463414634146,0.3963414634146341,0.4024390243902439,0.4085365853658536,0.4146341463414634,0.4207317073170731,0.4329268292682927,0.2012195121951219,0.2317073170731707,0.2804878048780488,0.3231707317073171,0.3414634146341463,0.3414634146341463,0.3597560975609756,0.3719512195121951,0.1042927687269283,9.00658123914968
trial_24_orthogonal_projection_alpha64.0_temp2.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 64, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,2.0,True,0.3263139254072817,33.13065709137335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121951219512195,0.3353658536585366,0.3475609756097561,0.3658536585365853,0.3902439024390244,0.4024390243902439,0.4146341463414634,0.4207317073170731,0.073170731707317,0.1219512195121951,0.1646341463414634,0.1768292682926829,0.2134146341463414,0.2560975609756097,0.2682926829268293,0.3109756097560975,0.0933717340521195,7.950242523269303
trial_25_orthogonal_projection_alpha128.0_temp0.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 128, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.0,True,0.2467465573331204,25.92674151281032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2073170731707317,0.3170731707317073,0.3292682926829268,0.3292682926829268,0.3414634146341463,0.3414634146341463,0.3414634146341463,0.3475609756097561,0.2378048780487804,0.2560975609756097,0.2682926829268293,0.2804878048780488,0.2804878048780488,0.298780487804878,0.298780487804878,0.3170731707317073,0.1362366173776023,7.220552391242414
trial_26_orthogonal_projection_alpha128.0_temp0.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 128, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.5,True,0.2538071580049468,30.03465444140318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2073170731707317,0.3170731707317073,0.3292682926829268,0.3292682926829268,0.3292682926829268,0.3292682926829268,0.3414634146341463,0.3536585365853658,0.2378048780487804,0.2560975609756097,0.2682926829268293,0.2804878048780488,0.2926829268292683,0.298780487804878,0.3109756097560975,0.3109756097560975,0.1313608809751422,8.508316488473413
trial_27_orthogonal_projection_alpha128.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 128, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.0,True,0.2716303600407228,28.48462886345096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2134146341463414,0.3597560975609756,0.3780487804878049,0.3780487804878049,0.3780487804878049,0.3841463414634146,0.3902439024390244,0.3963414634146341,0.2378048780487804,0.2560975609756097,0.2682926829268293,0.3170731707317073,0.3292682926829268,0.3414634146341463,0.3475609756097561,0.3536585365853658,0.1164058206870611,8.046973845502157
trial_28_orthogonal_projection_alpha128.0_temp1.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 128, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.5,True,0.2827311923227659,37.379664284426994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1707317073170731,0.3536585365853658,0.3597560975609756,0.3597560975609756,0.3658536585365853,0.3719512195121951,0.3902439024390244,0.3902439024390244,0.2256097560975609,0.2682926829268293,0.298780487804878,0.3109756097560975,0.3170731707317073,0.3170731707317073,0.3292682926829268,0.3353658536585366,0.1048143719984077,9.290052667652152
trial_29_orthogonal_projection_alpha128.0_temp2.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 128, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,2.0,True,0.3238477512467198,30.026713525376667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060975609756097,0.2256097560975609,0.2317073170731707,0.2317073170731707,0.2317073170731707,0.2560975609756097,0.2560975609756097,0.2621951219512195,0.0548780487804878,0.0975609756097561,0.1158536585365853,0.1402439024390244,0.1646341463414634,0.1768292682926829,0.1951219512195122,0.2134146341463414,0.0998771810712518,8.504984594980668
trial_30_orthogonal_projection_alpha2.0_temp0.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 2, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.0,True,0.1257479908626254,25.77970555788133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2073170731707317,0.3353658536585366,0.3353658536585366,0.3475609756097561,0.3475609756097561,0.3536585365853658,0.3597560975609756,0.3719512195121951,0.2378048780487804,0.2682926829268293,0.2804878048780488,0.2865853658536585,0.2926829268292683,0.3170731707317073,0.3292682926829268,0.3353658536585366,0.1501125283358407,7.243291999618897
trial_31_orthogonal_projection_alpha2.0_temp0.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 2, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.5,True,0.1976029200524818,29.911576888910155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1890243902439024,0.3841463414634146,0.3902439024390244,0.3963414634146341,0.4024390243902439,0.4085365853658536,0.4207317073170731,0.4268292682926829,0.2439024390243902,0.298780487804878,0.3231707317073171,0.3475609756097561,0.3536585365853658,0.3597560975609756,0.3780487804878049,0.3780487804878049,0.1698523468456766,8.539163948705765
trial_32_orthogonal_projection_alpha2.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 2, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.0,True,0.2845219842544416,33.02364588946831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1646341463414634,0.4268292682926829,0.4268292682926829,0.4329268292682927,0.4390243902439024,0.4573170731707317,0.4634146341463415,0.4756097560975609,0.2439024390243902,0.298780487804878,0.3231707317073171,0.3597560975609756,0.3780487804878049,0.4024390243902439,0.4085365853658536,0.4085365853658536,0.1803513799402793,8.02071736673835
